Transaction_ID,Customer_ID,Transaction_Date,Transaction_Time,Amount,Merchant,Location,Device,Is_International,Is_HighRisk_Country,Transaction_Type,Fraud_Flag,Hour
2561,2294aee4-93d8-4f63-9498-30012fa794aa,26-11-2024,12:09:19,5739.34,Blinkit,Hyderabad,Mobile,No,No,POS,Not Fraud,12
2562,9de41fe0-69b8-4b40-93c3-897adbd66a3d,29-03-2024,06:45:43,9952.61,Myntra,Chennai,Desktop,No,No,Online,Not Fraud,6
2563,8ffc0d47-62fe-4eb5-97d9-5f5ed2db432c,18-01-2024,12:48:24,9542.04,Nykaa,Kolkata,Mobile,No,No,ATM,Not Fraud,12
2564,68a63fe1-c70d-4569-ab03-c4327149b771,06-07-2025,16:22:58,6252.05,Blinkit,Bangalore,Desktop,No,No,Online,Not Fraud,16
2565,a74ab744-8536-48e7-8720-6aa07291917c,30-06-2025,21:24:18,8257.58,Myntra,Chennai,Mobile,No,No,In-store,Not Fraud,21
2566,7dddc0e1-8a32-47de-86e9-898a58a1126f,08-06-2025,12:05:28,6992,Blinkit,Pune,Mobile,No,No,Online,Not Fraud,12
2567,e0d347ba-9d95-4277-8ef5-04730f746b20,18-06-2025,18:10:34,2192.79,Amazon,Pune,Mobile,No,No,POS,Not Fraud,18
2568,1dbf7689-3999-4120-8b11-788ecb9c06ae,25-06-2024,11:30:36,3643.86,Flipkart,Mumbai,Mobile,No,No,POS,Not Fraud,11
2569,f7e71e7d-21e8-4e88-96d9-d515697afe89,04-09-2024,23:44:32,331.15,BigBasket,Pune,Mobile,No,No,POS,Not Fraud,23
2570,626e6bae-ee8a-4b42-b0cd-254c079a6978,28-06-2024,19:43:05,5443.2,Blinkit,Hyderabad,Desktop,No,No,ATM,Not Fraud,19
2571,f4112bec-cccd-4898-9b61-45438ca7dfe1,06-06-2024,18:48:48,2932.6,Blinkit,Chennai,Mobile,No,No,In-store,Not Fraud,18
2572,d2a2513b-59ec-4db8-8ad4-50feced1cf42,30-08-2024,02:49:35,1323.38,Nykaa,Kolkata,Desktop,No,No,POS,Not Fraud,2
2573,9ea22cb6-84b3-440f-9b40-2a5c2238b57e,23-05-2025,16:16:16,4048.66,Amazon,Mumbai,Mobile,No,No,ATM,Not Fraud,16
2574,8985fe17-e9af-4332-9999-ce9ecaa52cb2,24-08-2024,04:13:41,7029.16,Flipkart,Hyderabad,Mobile,No,No,Online,Not Fraud,4
2575,348c6def-9256-4259-aa55-c518fe7cb3de,30-06-2025,03:37:06,5598.64,Flipkart,Hyderabad,Mobile,No,No,Bank Transfer,Not Fraud,3
2576,7d0dc0a2-f3b6-49b0-8def-2974c0b76697,14-08-2024,06:23:39,5310.71,Flipkart,Kolkata,Mobile,No,No,POS,Not Fraud,6
2577,cbe0ee9f-702b-4659-ba7a-0d9e87589ed0,21-12-2023,17:59:58,5257.04,BigBasket,Kolkata,Mobile,No,No,In-store,Not Fraud,17
2578,ae4d2c57-5d07-49bd-be55-f7444758a8b0,10-10-2024,09:51:33,2195.26,Myntra,Pune,Mobile,No,No,In-store,Not Fraud,9
2579,8f6f1c8d-4b43-4005-bcea-cf9113573a0d,24-02-2024,18:05:18,1268.89,Flipkart,Delhi,Desktop,No,No,Online,Not Fraud,18
2580,e480b6d3-2d4b-4feb-9bfc-dbdf45f95984,08-11-2023,08:47:55,2751.79,Flipkart,Pune,Tablet,No,No,POS,Not Fraud,8
2581,4e918a05-208f-477e-81c8-7f0c06fe242e,08-04-2024,18:22:05,3415.89,Myntra,Hyderabad,Mobile,No,No,ATM,Not Fraud,18
2582,6d57353b-fa82-4ad2-9e11-6fb5d4676b23,24-08-2024,05:22:53,2042.23,Flipkart,Chennai,Desktop,No,No,POS,Not Fraud,5
2583,042aa1e6-59ec-4ce7-939a-49e485aa3a67,30-11-2024,18:53:32,8313.03,Flipkart,Jaipur,Tablet,No,No,In-store,Not Fraud,18
2584,f787e484-a646-4374-9a4e-32ec34334e3c,18-06-2024,03:37:14,9752.74,BigBasket,Chennai,Mobile,No,No,Online,Not Fraud,3
2585,24136f4c-45b7-4987-8f87-8fc329c1e435,21-06-2025,20:40:46,2433.94,Zepto,Chennai,Mobile,No,No,In-store,Not Fraud,20
2586,f746bc80-65e7-475e-bb2a-695e4b6cad88,22-01-2025,08:13:52,4741.08,Zepto,Pune,Mobile,No,No,ATM,Not Fraud,8
2587,741e1bba-f07e-44d4-bfc3-71f71c52e909,06-08-2024,23:27:09,4459.32,Amazon,Pune,Mobile,No,No,Online,Not Fraud,23
2588,bdbe7c5f-73f5-40e3-9f34-c44e6cb67b6a,10-04-2024,15:29:39,7481.05,Myntra,Bangalore,Desktop,No,No,In-store,Not Fraud,15
2589,2ae721a8-7234-4161-b817-63ad7479892c,03-02-2024,13:23:06,8745.3,Blinkit,Mumbai,Desktop,No,No,Bank Transfer,Not Fraud,13
2590,5c2ed3fe-fda3-429f-bf72-63a285673e43,20-05-2025,19:16:00,7747.96,BigBasket,Delhi,Mobile,No,No,Online,Not Fraud,19
2591,37717853-131b-49d8-a983-3f2a1745f0b3,10-09-2024,18:59:55,2340.07,Myntra,Jaipur,Mobile,No,No,POS,Not Fraud,18
2592,d71baaa4-3efb-4f50-b0d9-d831178b3f5d,20-06-2025,02:18:24,3161.65,Myntra,Jaipur,Mobile,No,No,Bank Transfer,Not Fraud,2
2593,0b55cba3-5ded-4d21-b9ea-85a4514129ee,13-06-2024,22:05:19,1433.74,Blinkit,Bangalore,Mobile,No,No,Online,Not Fraud,22
2594,4090763b-e1e3-4b08-a59c-61e5dc5c42f7,29-04-2024,18:52:38,8911.15,Myntra,Jaipur,Mobile,No,No,POS,Not Fraud,18
2595,0474e4f7-cd20-44ec-9150-6a2e670de88e,30-07-2025,19:25:51,7801.66,Amazon,Bangalore,Desktop,No,No,Bank Transfer,Not Fraud,19
2596,05edf9f3-d760-4d8f-8c65-8740a970910b,27-10-2024,00:35:19,6350.38,Zepto,Hyderabad,Mobile,No,No,ATM,Not Fraud,0
2597,c6571127-1b28-4283-8da1-3bb436197fd6,12-11-2023,11:50:52,1722.92,Zepto,Delhi,Mobile,No,No,Bank Transfer,Not Fraud,11
2598,c3f482c2-063f-429f-8ecf-bf31713b6260,06-11-2024,00:22:39,2695.34,Nykaa,Hyderabad,Mobile,No,No,In-store,Not Fraud,0
2599,c6311d52-5127-45af-8480-6218710732c7,10-12-2024,04:22:39,7231.53,Amazon,Kolkata,Mobile,No,No,POS,Not Fraud,4
2600,b4ef5ef0-c1d3-41e3-adf5-82bf4d2d0fe7,26-07-2024,13:59:00,9025.46,Amazon,Hyderabad,Mobile,No,No,Online,Not Fraud,13
2601,083128c1-5b0b-4659-b054-5abb49f1bed3,19-06-2024,08:48:31,1358.77,Nykaa,Hyderabad,Mobile,No,No,ATM,Not Fraud,8
2602,9b54d623-33fa-4a88-8713-673730c89856,05-08-2024,11:21:03,7245.24,Zepto,Mumbai,Mobile,No,No,POS,Not Fraud,11
2603,3b4dee04-67bf-4f12-b975-52a72a3b3200,05-02-2024,13:39:43,4336.4,BigBasket,Pune,Mobile,No,No,In-store,Not Fraud,13
2604,77b8bfb5-b69a-47eb-88f5-c7db395ddf57,19-07-2025,18:35:22,5160.18,Blinkit,Chennai,Mobile,No,No,ATM,Not Fraud,18
2605,22281909-f6a7-4462-bdb1-92582f0b71cf,19-08-2024,13:04:00,9479.11,Myntra,Pune,Tablet,No,No,Bank Transfer,Not Fraud,13
2606,160717c1-2352-4f6a-b9f2-c0aa8f9184c5,27-11-2023,10:45:00,2889.06,Zepto,Mumbai,Mobile,No,No,ATM,Not Fraud,10
2607,16384fb9-f1cb-44e8-8ac9-76e392a0774a,21-08-2024,19:14:21,1046.49,Blinkit,Pune,Desktop,No,No,ATM,Not Fraud,19
2608,6d9fc4c5-365c-4ec2-9c63-be73cec77070,14-11-2024,16:11:01,1259.19,Myntra,Delhi,Mobile,No,No,Bank Transfer,Not Fraud,16
2609,11280caa-77eb-4396-b9bb-ea05b103438c,29-06-2025,07:59:46,9423.71,Zepto,Delhi,Mobile,No,No,In-store,Not Fraud,7
2610,03d59529-da72-4557-9382-07548473cdd7,22-07-2024,08:09:40,7982.59,BigBasket,Bangalore,Mobile,No,No,In-store,Not Fraud,8
2611,583a893e-dac4-41b5-9479-09ba8e791634,14-04-2025,19:39:10,8384.54,Blinkit,Bangalore,Tablet,No,No,Bank Transfer,Not Fraud,19
2612,220529c0-72bd-4be8-b895-6e99e3fb4d13,17-08-2024,13:23:22,1907.35,Flipkart,Pune,Desktop,No,No,In-store,Not Fraud,13
2613,f3a504a3-cd65-48b9-8610-64092a8e3c7d,10-03-2025,22:27:08,3610.29,Blinkit,Chennai,Desktop,No,No,ATM,Not Fraud,22
2614,a73a0d0f-5fea-4e2c-ae32-54b99a40b6de,30-10-2023,01:29:52,2900.24,Blinkit,Delhi,Mobile,Yes,No,POS,Not Fraud,1
2615,00409881-7a24-4be1-9f92-73afc8bdcc6c,24-11-2024,05:46:48,2494.73,Blinkit,Chennai,Tablet,No,No,POS,Not Fraud,5
2616,aa16abba-cf87-4777-b5ff-b7d8a45b7a07,16-06-2024,13:18:15,5167.38,Zepto,Bangalore,Mobile,Yes,No,Bank Transfer,Not Fraud,13
2617,c35d5c9c-7604-4a2a-81a2-8bd6aee7725a,04-12-2023,19:16:44,7836.14,Flipkart,Delhi,Tablet,No,No,In-store,Not Fraud,19
2618,30311751-d8c4-4dd9-8022-ca7c3aeb6a9d,11-03-2024,09:16:46,9102.06,Myntra,Bangalore,Mobile,No,No,In-store,Not Fraud,9
2619,2884edbe-3466-44d8-98cf-98935aef9194,07-10-2023,02:23:42,2289.48,Flipkart,Mumbai,Mobile,No,No,ATM,Not Fraud,2
2620,163e9082-3fbb-4fa8-99cb-b93e52453bff,27-06-2025,06:36:10,6085.23,Amazon,Pune,Mobile,No,No,In-store,Not Fraud,6
2621,f8d87086-e868-44a2-8fe1-a1f511968fdc,19-04-2024,18:54:16,6244.75,Myntra,Hyderabad,Mobile,No,No,POS,Not Fraud,18
2622,2932651a-bc49-4990-83bc-5bbc3db8b521,05-04-2025,17:55:59,5290.38,Flipkart,Kolkata,Desktop,No,No,Online,Not Fraud,17
2623,dcdab5cb-3c44-4b3a-8690-0e8f5bccf224,01-03-2024,22:43:40,1122.77,Nykaa,Kolkata,Mobile,No,No,POS,Not Fraud,22
2624,26f7657b-77b7-4c18-bd26-3c5c4eb730e2,18-12-2023,05:19:56,5848.46,Amazon,Chennai,Mobile,No,No,Bank Transfer,Not Fraud,5
2625,9a037571-7c65-48d7-8938-85a9b070d6ee,05-03-2024,10:38:01,278.68,Flipkart,Pune,Mobile,Yes,No,ATM,Not Fraud,10
2626,76cf0ec7-9f77-4294-86e5-e8df3a070a29,10-01-2024,06:08:14,8567.02,Amazon,Mumbai,Mobile,No,No,In-store,Not Fraud,6
2627,58d95ad0-4e66-4626-a405-519519e74d10,18-02-2024,16:23:31,3268.03,Flipkart,Hyderabad,Mobile,No,No,Bank Transfer,Not Fraud,16
2628,e01eeca2-1a18-4511-a9e0-6704bce3a725,14-10-2023,02:27:35,1867.88,Flipkart,Bangalore,Mobile,No,No,In-store,Not Fraud,2
2629,b5d71028-40be-49ab-9dcb-496bd0b8a279,05-03-2025,15:24:51,8988.9,Amazon,Chennai,Mobile,No,No,Online,Not Fraud,15
2630,d634fb3a-3b4a-41f0-8706-9fd7abfa552f,25-02-2024,06:29:26,9643.74,Blinkit,Delhi,Mobile,No,No,ATM,Not Fraud,6
2631,5960d9aa-20b3-4e57-8be7-4c337d487cc1,10-07-2024,20:35:36,4339.62,Flipkart,Mumbai,Desktop,Yes,No,Bank Transfer,Not Fraud,20
2632,a0ec9e39-1ac2-4d17-a8bf-5b04daa3a593,22-12-2024,06:34:38,1105.31,Flipkart,Delhi,Desktop,No,No,Bank Transfer,Not Fraud,6
2633,1afc1383-9c60-437c-931b-e387fa032e6e,10-11-2024,14:33:50,4068.1,Blinkit,Hyderabad,Mobile,No,No,Online,Not Fraud,14
2634,e42a6440-c185-4c7d-9dd5-ea6dbe092dee,18-08-2024,10:55:25,8055.17,Zepto,Kolkata,Mobile,Yes,No,In-store,Not Fraud,10
2635,fb8479d9-5aaf-49bf-8d23-7b1932eb5c93,20-02-2025,18:33:22,6216.27,Zepto,Mumbai,Desktop,No,No,Online,Not Fraud,18
2636,01f3ef62-a27a-4a1e-b9fc-634a7d7cb32a,18-01-2025,08:59:45,5927.97,Nykaa,Delhi,Desktop,No,No,ATM,Not Fraud,8
2637,078967d6-9d59-4597-9e74-ce68631e2a5c,06-09-2024,04:22:30,8094.6,Myntra,Mumbai,Mobile,No,No,Bank Transfer,Not Fraud,4
2638,2a31f67d-56b8-49cb-9e2d-013c0d185770,22-05-2025,20:18:22,2451.88,Amazon,Pune,Desktop,No,No,Bank Transfer,Not Fraud,20
2639,b332f7d7-5dec-424b-ae45-d299504e614b,21-05-2025,09:56:56,6401.57,Blinkit,Pune,Mobile,No,No,In-store,Not Fraud,9
2640,e3f7f009-924e-4c89-9f7d-d0cdcb478f71,15-11-2024,07:26:46,9649.15,Myntra,Bangalore,Desktop,No,No,POS,Not Fraud,7
2641,bc6401ad-7c42-4113-af23-843c8d61c0bd,06-09-2024,19:58:55,3687.85,Flipkart,Kolkata,Desktop,No,No,Online,Not Fraud,19
2642,305e31fc-b0c0-4891-9f9b-2b2a80b2afda,15-02-2025,11:54:59,6144.53,BigBasket,Pune,Mobile,No,No,Bank Transfer,Not Fraud,11
2643,a6358cb9-e0e4-4e3f-8bb9-bc356e8b9da0,06-10-2024,12:08:52,7846.05,BigBasket,Hyderabad,Desktop,No,No,In-store,Not Fraud,12
2644,52de4444-e0a7-4237-9e0d-6b48e3dff49e,19-04-2025,08:42:39,9358.58,Blinkit,Pune,Desktop,No,No,Bank Transfer,Not Fraud,8
2645,8c7491e4-a1f8-4002-b713-a0efb719c643,27-03-2025,13:47:26,8905.59,Nykaa,Jaipur,Mobile,No,No,ATM,Not Fraud,13
2646,bbb25dab-aad5-477a-a50b-e22cbfcde94e,20-07-2024,13:35:23,1642.84,Nykaa,Chennai,Mobile,No,No,ATM,Not Fraud,13
2647,b1d7c79e-f8fc-48d3-8b1a-62c2e1ea4f6b,06-10-2023,23:07:22,6589.28,Nykaa,Pune,Mobile,No,No,POS,Not Fraud,23
2648,f8f16b8b-a8d4-4c20-b459-1413233f410c,24-02-2025,09:18:02,182.69,Flipkart,Chennai,Desktop,No,No,POS,Not Fraud,9
2649,7a4f5ecb-adf6-4da1-beda-25ce2ed4a1c8,07-06-2025,09:23:19,7692.06,Zepto,Hyderabad,Mobile,No,No,POS,Not Fraud,9
2650,ff385ae5-097d-48ba-bffe-4643a3d10b81,14-04-2024,11:59:39,2118.3,Myntra,Pune,Mobile,No,No,In-store,Not Fraud,11
2651,548dd900-591f-49c8-8d2c-f7eb1cbc6837,20-12-2024,12:35:03,7214.61,Amazon,Delhi,Desktop,No,No,Online,Not Fraud,12
2652,73b09673-63d6-4e8c-bc76-2834945a75b8,17-04-2025,15:20:00,1305.51,Flipkart,Pune,Mobile,No,No,In-store,Not Fraud,15
2653,9ab3b4fe-3083-4877-bca8-fdae6803d884,18-08-2023,22:47:17,7108.9,Zepto,Pune,Mobile,No,No,POS,Not Fraud,22
2654,9f912bc4-e953-4aa2-a4eb-b4a0635e41d7,20-10-2024,17:25:55,6954.59,Nykaa,Kolkata,Mobile,No,No,In-store,Not Fraud,17
2655,4df0cb92-2993-49cd-a294-2ca34c40dbe2,02-03-2024,22:09:53,4049.92,Amazon,Bangalore,Mobile,No,No,In-store,Not Fraud,22
2656,ec948e3d-61d0-4115-a274-5d52e45da3cd,20-02-2025,23:13:05,9239.09,Nykaa,Bangalore,Mobile,No,No,ATM,Not Fraud,23
2657,79274804-bab5-4ae8-bdd4-b2634f2b92ce,03-02-2025,23:19:43,6624.87,Zepto,Mumbai,Mobile,No,No,Bank Transfer,Not Fraud,23
2658,387a2f00-7313-4574-8918-cb8b7cf055dc,12-06-2024,09:32:29,5929.38,BigBasket,Kolkata,Mobile,No,No,POS,Not Fraud,9
2659,b4fe86ba-e89d-46dd-b187-e08c93a11ad8,29-10-2024,21:22:37,7452.74,Myntra,Delhi,Desktop,No,No,In-store,Not Fraud,21
2660,c9a506ca-5ba5-4d8d-a623-a90be6315fa5,10-04-2024,12:28:35,2274.45,Amazon,Bangalore,Desktop,No,No,POS,Not Fraud,12
2661,c44bb39a-9f20-425c-b86d-80cb0bb6529f,07-02-2024,14:38:40,7024.59,Myntra,Chennai,Mobile,Yes,No,Bank Transfer,Not Fraud,14
2662,ef5d95df-6b92-4a72-8986-95ba07e42386,09-09-2023,06:05:16,582.28,Nykaa,Bangalore,Mobile,Yes,No,POS,Not Fraud,6
2663,7c66b7a5-6518-474f-8292-6bb7afd85a1a,05-07-2025,14:48:49,4665.41,Amazon,Kolkata,Mobile,No,No,ATM,Not Fraud,14
2664,8975fdcd-2b3d-4ee9-bff1-6877092aca18,14-09-2024,20:03:12,9174.22,Nykaa,Mumbai,Mobile,No,No,POS,Not Fraud,20
2665,04ac9ee9-0d10-4a08-97e8-8ba6a267e7e0,26-09-2023,06:46:46,5178.44,Flipkart,Kolkata,Mobile,No,No,Online,Not Fraud,6
2666,12bfbecf-773f-4018-a2fa-ded4cb08641c,11-05-2025,21:06:06,5557.91,BigBasket,Bangalore,Mobile,No,No,In-store,Not Fraud,21
2667,5d318273-7ff1-4fab-a6dd-6c1b46b5f31b,05-02-2024,20:28:14,4953.34,Flipkart,Pune,Tablet,Yes,No,Bank Transfer,Not Fraud,20
2668,1d0e3f1c-59fc-46c2-aaf4-c0d1f28171d5,02-05-2025,15:09:33,1262.79,Blinkit,Delhi,Mobile,No,No,In-store,Not Fraud,15
2669,ddfe042b-22b6-4553-80e6-ef6159e816d4,17-08-2024,14:04:13,7644.28,Amazon,Mumbai,Mobile,No,No,In-store,Not Fraud,14
2670,0efd2cac-db98-4870-ba30-2f3b8e72b485,18-02-2024,23:31:23,3917.9,Blinkit,Delhi,Mobile,No,No,Online,Not Fraud,23
2671,5ecd6c8e-09ef-446e-9dfa-49f11a8802c9,04-03-2025,20:59:58,3546.32,Zepto,Kolkata,Mobile,No,No,POS,Not Fraud,20
2672,978baceb-419a-4322-9dab-ca599677b797,15-01-2025,00:34:13,9854.78,BigBasket,Jaipur,Mobile,No,No,In-store,Not Fraud,0
2673,22e9597b-5423-44fe-ad6c-2cf29b55456e,22-02-2025,09:02:11,9812.41,Flipkart,Mumbai,Mobile,No,No,In-store,Not Fraud,9
2674,afa265b1-4f12-41fb-a8ba-9267863756c3,27-07-2025,06:10:15,5347.17,Blinkit,Jaipur,Mobile,No,No,POS,Not Fraud,6
2675,fe265e9a-8635-4d80-aede-b3dafec104e9,22-07-2024,19:04:16,3600.44,Blinkit,Jaipur,Mobile,No,No,Online,Not Fraud,19
2676,136ea82b-b239-41d2-bad0-437c008dbe68,24-12-2024,01:03:50,6930.63,Nykaa,Hyderabad,Mobile,No,No,POS,Not Fraud,1
2677,8b8d9e47-54b9-4a3c-bf63-f3f65f57a0c6,04-07-2024,00:54:31,9962.86,Zepto,Hyderabad,Mobile,No,No,ATM,Not Fraud,0
2678,3acdaa53-56fb-4d17-b191-59129ca11c5f,13-01-2025,20:00:25,1784.8,Flipkart,Delhi,Mobile,No,No,POS,Not Fraud,20
2679,1e6de765-8352-47a3-ae0b-1ff9b9c72826,10-12-2024,00:06:26,5688.19,Flipkart,Delhi,Mobile,No,No,Online,Not Fraud,0
2680,6164401b-d99e-4f53-b124-19a9656bc9d6,27-01-2025,16:08:11,698.79,Amazon,Mumbai,Mobile,No,No,Online,Not Fraud,16
2681,0559f110-1f93-42ec-9ff5-a65d432be52b,08-08-2023,02:52:36,8784.13,Blinkit,Delhi,Mobile,No,No,POS,Not Fraud,2
2682,3eb05761-8a72-4086-b20f-b911bcc39fb2,07-02-2024,15:33:42,2566.17,Amazon,Jaipur,Mobile,No,No,Bank Transfer,Not Fraud,15
2683,2b10f135-2f3e-4523-b114-a34b15156cfb,09-03-2025,08:19:27,5948.27,BigBasket,Pune,Desktop,No,No,POS,Not Fraud,8
2684,33ff4865-91f1-47ed-8f66-b0f3136452b0,16-05-2024,11:27:42,8118.01,Amazon,Jaipur,Desktop,No,No,Bank Transfer,Not Fraud,11
2685,9cbbc1ad-6852-43f7-abea-69ec57a319d7,10-12-2023,19:06:16,5030.76,Zepto,Delhi,Mobile,No,No,Online,Not Fraud,19
2686,9d813a1a-b935-48e4-aec3-aafe652ba658,15-07-2024,11:55:54,4923.77,Blinkit,Bangalore,Mobile,Yes,No,Online,Not Fraud,11
2687,68b37465-a011-4e16-8b89-3e5b93fb36b1,08-05-2025,22:47:03,8931.46,Flipkart,Mumbai,Mobile,No,No,Online,Not Fraud,22
2688,7920064b-8720-4401-a3ba-fc047ab478dd,23-03-2024,02:43:35,9512.47,BigBasket,Hyderabad,Mobile,No,No,In-store,Not Fraud,2
2689,2f7f5cd6-a084-48ca-ba31-6238e8c97e1e,17-08-2023,10:32:12,5084.98,Blinkit,Jaipur,Mobile,No,No,POS,Not Fraud,10
2690,27714823-6b77-4a43-b775-ac9f89478238,11-04-2025,06:53:06,7265.05,Nykaa,Mumbai,Mobile,No,No,Bank Transfer,Not Fraud,6
2691,bb890910-b4ff-4e94-b59c-bf85c31e4f0a,25-07-2024,17:07:27,5980.99,Amazon,Chennai,Mobile,No,No,POS,Not Fraud,17
2692,709a8fe3-de7c-49ac-a603-ed8e4ab0df8f,29-03-2025,03:33:45,1899.82,Zepto,Mumbai,Tablet,No,No,ATM,Not Fraud,3
2693,6b9baa68-d372-46ff-bf7b-3714b2114998,19-11-2023,03:31:31,6043.16,Myntra,Hyderabad,Mobile,No,No,POS,Not Fraud,3
2694,6b7bff93-cfa5-4d71-bf0b-fbde22215113,14-09-2024,10:47:36,321.78,Nykaa,Pune,Desktop,No,No,Online,Not Fraud,10
2695,eb9c62ed-e857-4115-b14e-435d3944f680,15-05-2025,18:26:42,8445.02,Blinkit,Hyderabad,Mobile,No,No,POS,Not Fraud,18
2696,8cb39817-0c13-4684-a92e-dc136c06d0a9,16-01-2025,22:05:41,5113.58,Amazon,Pune,Mobile,No,No,Online,Not Fraud,22
2697,fae964c9-6914-4440-9872-8af8fffcafd8,17-06-2024,21:02:01,2962.07,Nykaa,Mumbai,Mobile,No,No,In-store,Not Fraud,21
2698,df01d7f4-94ba-47ff-a33b-6963c3c28fa4,10-06-2024,08:23:03,9926.53,Blinkit,Kolkata,Tablet,No,No,In-store,Not Fraud,8
2699,7a60e01f-42e0-41c0-b8cb-d13c3b5342a7,12-02-2025,22:33:40,3558.49,Blinkit,Bangalore,Mobile,No,No,In-store,Not Fraud,22
2700,a023710f-f8b9-494e-9c5b-0d13f1397cf2,02-04-2024,07:19:49,5755.07,Zepto,Delhi,Mobile,No,No,ATM,Not Fraud,7
2701,4fb03c8a-88ec-4b72-b2bb-4c5256174fe7,12-08-2023,12:25:24,291.58,Zepto,Kolkata,Mobile,No,No,Bank Transfer,Not Fraud,12
2702,3884790f-e98f-4bfa-8f5e-d0e492f07e1b,06-09-2024,23:19:20,6324.92,Myntra,Mumbai,Mobile,No,No,In-store,Not Fraud,23
2703,81d4323e-50d7-4b15-8f1d-b7bead9fc5bc,08-04-2025,10:07:46,4027.57,Nykaa,Bangalore,Mobile,No,No,Bank Transfer,Not Fraud,10
2704,136d22cf-993c-489d-83ed-8d0aa8e5434c,17-11-2024,15:12:10,9019.46,Zepto,Jaipur,Desktop,No,No,Online,Not Fraud,15
2705,a42014d5-f02d-44d0-8fdc-f64345c03ec9,15-12-2023,17:38:33,6133.93,Flipkart,Kolkata,Mobile,No,No,ATM,Not Fraud,17
2706,9c46b782-74ed-40a3-a9f0-26c8c31dec0f,16-06-2024,10:05:28,9346.96,Flipkart,Mumbai,Desktop,No,No,In-store,Not Fraud,10
2707,a20a5426-1874-4639-a969-e5bdac170c02,13-12-2023,22:15:52,2129.64,Nykaa,Mumbai,Mobile,No,No,In-store,Not Fraud,22
2708,da31cc70-db2c-4e00-8484-63e6c6ded9f3,24-08-2024,01:17:26,3972.62,Nykaa,Delhi,Desktop,No,No,In-store,Not Fraud,1
2709,73aa3b56-5a5e-4a9f-a075-0e6f1d71bbd0,03-04-2025,19:38:33,4898.09,Amazon,Bangalore,Mobile,No,No,Online,Not Fraud,19
2710,ebadd82d-a9f1-4327-b5fc-c8c5a5123725,21-12-2024,06:25:35,8067.9,Flipkart,Pune,Mobile,No,No,ATM,Not Fraud,6
2711,f7f5a92b-7ff7-4d3d-b8db-403dbaeba44c,16-01-2025,21:55:56,9743.8,BigBasket,Jaipur,Desktop,No,No,In-store,Not Fraud,21
2712,2f3e2848-b6a2-476d-ba02-dce53aad6430,25-02-2024,22:04:16,5241.14,Amazon,Hyderabad,Desktop,Yes,No,ATM,Not Fraud,22
2713,6a895112-6a70-43e0-a3fb-610af1fa36a1,13-06-2024,13:48:12,5368.73,Blinkit,Chennai,Tablet,No,No,Bank Transfer,Not Fraud,13
2714,f6f3e73a-5cb2-4111-bc62-508cf1708888,08-12-2024,08:22:52,5511.52,Blinkit,Mumbai,Mobile,No,No,Bank Transfer,Not Fraud,8
2715,f62db6cb-b64b-4249-942c-9c5cf0302f2a,02-02-2024,19:01:56,8478.83,Zepto,Pune,Desktop,Yes,No,ATM,Not Fraud,19
2716,b5afdd68-b319-4961-a070-5e0fd8ea72d6,11-10-2024,20:31:33,5429.29,Flipkart,Chennai,Desktop,No,No,Online,Not Fraud,20
2717,cf2fae03-989c-4793-8954-b63fbfaa04db,29-03-2025,07:02:08,8781.73,Blinkit,Jaipur,Mobile,No,No,POS,Not Fraud,7
2718,e61753f9-a91b-471f-87a4-b9001acfa68e,01-11-2023,11:37:27,6242.8,Blinkit,Jaipur,Mobile,No,No,In-store,Not Fraud,11
2719,77aca5de-504a-4b0f-8c79-8892324571aa,04-08-2024,06:39:07,8053.21,Blinkit,Hyderabad,Desktop,No,No,ATM,Not Fraud,6
2720,2cc1c34d-0b2d-43ee-a8cc-72a51fa235bc,21-04-2025,16:37:06,5697.29,Myntra,Chennai,Tablet,No,No,Bank Transfer,Not Fraud,16
2721,484c8d6b-aee0-453a-912f-4c112e5a0904,13-10-2024,09:47:48,8425.22,Nykaa,Jaipur,Mobile,No,No,ATM,Not Fraud,9
2722,d6d1fc8c-f4c1-44e1-8149-d17d24d8cafa,02-09-2024,05:05:08,2202.09,Zepto,Bangalore,Mobile,No,No,In-store,Not Fraud,5
2723,dcfafaf6-675e-4628-b9c9-7d2a69ce82eb,30-10-2023,15:31:56,1946.71,Myntra,Bangalore,Mobile,No,No,In-store,Not Fraud,15
2724,5a2ee4a2-a9e1-4298-b0ec-823de9d7004e,11-09-2024,04:59:58,7073.59,Blinkit,Pune,Desktop,No,No,Online,Not Fraud,4
2725,e219cf7d-2544-461e-8576-402c0fcf8210,31-03-2024,13:13:51,2614.75,Flipkart,Pune,Mobile,No,No,In-store,Not Fraud,13
2726,5e1aa874-9275-4c52-bcac-10bf5dc4a76b,31-10-2024,19:51:18,27.9,Amazon,Jaipur,Desktop,No,No,Online,Not Fraud,19
2727,fd49963b-3106-441a-82d1-7701f0796bb3,07-08-2024,21:51:24,6235.44,Zepto,Hyderabad,Desktop,No,No,POS,Not Fraud,21
2728,931e9e5a-c656-41aa-ba12-0dcc77cef339,23-11-2023,14:21:08,2387.47,Flipkart,Pune,Mobile,No,No,In-store,Not Fraud,14
2729,43ab3a2f-e458-4d25-9801-fbb316a860a0,24-10-2023,18:58:22,3032.17,BigBasket,Bangalore,Desktop,No,No,Online,Not Fraud,18
